CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17593410,11/26/2023 04:22:00 PM,11/27/2023 11:21:13 AM,11/27/2023 11:21:13 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1372 46TH AVE, SAN FRANCISCO, CA, 94122",46TH AVE,4,Outer Sunset,TARAVAL,37.760866619601,-122.505912677214,"(37.76086662, -122.50591268)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17593409,11/26/2023 04:21:00 PM,11/27/2023 06:32:01 AM,11/27/2023 06:32:01 AM,Closed,Area Cleared,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,"3815 MARKET ST, SAN FRANCISCO, CA, 94131",MARKET ST,8,Upper Market,MISSION,37.753427012185,-122.442531027058,"(37.75342701, -122.44253103)",Mobile/Open311,,8,51,3,5,38,5,2,7,63,4,38,38,,51,,5,,,,,,,1,,,,,51
17593407,11/26/2023 04:19:46 PM,11/26/2023 05:24:49 PM,11/26/2023 05:24:49 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of MCALLISTER ST and PARKER AVE,MCALLISTER ST,1,Lone Mountain,PARK,37.775912510476,-122.452993934632,"(37.77591251, -122.45299393)",Mobile/Open311,,1,12,7,4,18,2,15,9,29492,6,16,16,,12,,4,,,,,,,1,,,,,12
17593405,11/26/2023 04:18:00 PM,11/28/2023 02:11:50 PM,11/28/2023 02:11:50 PM,Closed,Abandoned Vehicles - Gone on Arrival - Vehicle GOA @ 1411 hrs.,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,Black - Honda -  - 8FZA596,"1260 27TH AVE, SAN FRANCISCO, CA, 94122",27TH AVE,4,Outer Sunset,TARAVAL,0,0,"(0.0, 0.0)",Phone,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593402,11/26/2023 04:18:00 PM,11/28/2023 02:08:00 PM,11/28/2023 02:08:00 PM,Closed,Case Resolved - Nothing here,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"441 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,6,South of Market,SOUTHERN,37.780235721674,-122.405198219309,"(37.78023572, -122.40519822)",Mobile/Open311,,6,32,1,10,34,9,14,2,28853,2,34,34,,32,1,10,,,,,7,,2,,,,,32
17593397,11/26/2023 04:16:00 PM,11/28/2023 02:05:00 PM,11/28/2023 02:05:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1083 CAYUGA AVE, SAN FRANCISCO, CA, 94112",CAYUGA AVE,11,Cayuga,INGLESIDE,37.721157001146,-122.440414465964,"(37.721157, -122.44041447)",Mobile/Open311,,11,80,9,1,28,6,9,4,28861,7,25,25,,80,,1,,,,,,,2,,,,,80
17593396,11/26/2023 04:16:00 PM,11/27/2023 01:31:47 PM,11/27/2023 01:31:47 PM,Closed,Case Resolved -  Thank you for reporting. Problem unfound upon inspection whoever we have been in contact with maintenance team in regards to concern. Please do not hesitate to 311 future occurrences and if possible include photos.,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"414 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,6,South of Market,SOUTHERN,37.780802180781,-122.404836681907,"(37.78080218, -122.40483668)",Mobile/Open311,,6,32,1,10,34,9,14,2,28853,2,34,34,,32,1,10,,,,,4,,2,,,,,32
17593395,11/26/2023 04:15:33 PM,11/26/2023 04:15:49 PM,11/26/2023 04:15:49 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2108 SUTTER ST, SAN FRANCISCO, CA, 94115",SUTTER ST,2,Lower Pacific Heights,NORTHERN,37.785925260191,-122.435098411591,"(37.78592526, -122.43509841)",Mobile/Open311,,2,103,4,6,30,1,13,9,29490,6,27,27,,103,,6,,,,,,,1,,,,,103
17593394,11/26/2023 04:15:21 PM,11/26/2023 04:15:42 PM,11/26/2023 04:15:42 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"597 MISSION ST, SAN FRANCISCO, CA, 94105",MISSION ST,6,South of Market,SOUTHERN,37.787872567914,-122.399544976766,"(37.78787257, -122.39954498)",Mobile/Open311,,6,32,1,10,8,9,12,2,28855,2,6,6,,32,,10,,,,,3,,1,,,,,32
17593391,11/26/2023 04:14:00 PM,11/27/2023 07:23:26 AM,11/27/2023 07:23:26 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"100 ONONDAGA AVE, SAN FRANCISCO, CA, 94112",ONONDAGA AVE,11,Cayuga,INGLESIDE,37.722179350246,-122.439766041935,"(37.72217935, -122.43976604)",Mobile/Open311,,11,80,9,1,28,6,9,4,28861,7,25,25,,80,,1,,,,,,,2,,,,,80
17593390,11/26/2023 04:13:00 PM,11/26/2023 04:20:00 PM,11/26/2023 04:20:00 PM,Closed,Case Resolved - SERVICE REQ ISSUED,Fire Hydrant Maintenance Queue,Sewer Issues,Water_leak,fire_hydrant,"2 WINSTON DR, SAN FRANCISCO, CA, 94132",WINSTON DR,7,Stonestown,TARAVAL,37.726845,-122.47261,"(37.726845, -122.47261)",Web,https://mobile311.sfgov.org/media/san_francisco/report/photos/6563df3390e339ed750035dc/PXL_20231127_001040206.MP.jpg,7,41,10,8,41,4,9,5,64,8,40,40,,41,,8,,,,,,,1,,,,,41
17593384,11/26/2023 04:12:00 PM,11/27/2023 06:30:28 AM,11/27/2023 06:30:28 AM,Closed,Unable to Locate,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"560 DIVISADERO ST, SAN FRANCISCO, CA, 94117",DIVISADERO ST,5,Alamo Square,NORTHERN,37.774768239905,-122.437612451286,"(37.77476824, -122.43761245)",Mobile/Open311,,5,23,4,11,9,11,15,8,29492,5,10,10,,23,,11,,,,,,,1,,,,,23
17593382,11/26/2023 04:11:00 PM,11/28/2023 02:13:00 PM,11/28/2023 02:13:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"929 CAYUGA AVE, SAN FRANCISCO, CA, 94112",CAYUGA AVE,11,Cayuga,INGLESIDE,37.723121596207,-122.439041174948,"(37.7231216, -122.43904117)",Mobile/Open311,,11,80,9,1,28,6,9,4,28861,7,25,25,,80,,1,,,,,,,2,,,,,80
17593380,11/26/2023 04:11:37 PM,11/26/2023 04:13:18 PM,11/26/2023 04:13:18 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"3974 24TH ST, SAN FRANCISCO, CA, 94114",24TH ST,8,Noe Valley,MISSION,37.7515262,-122.4312257,"(37.7515262, -122.4312257)",Mobile/Open311,,8,84,3,5,22,5,2,7,28862,4,22,22,,84,,5,,,,,12,,1,,,,,84
17593377,11/26/2023 04:11:00 PM,11/27/2023 11:02:00 AM,11/27/2023 11:02:00 AM,Closed,Insufficient Information Provided - No vehicle information provided. Enforcement request submitted.,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,"57 MASONIC AVE, SAN FRANCISCO, CA, 94118",MASONIC AVE,2,Lone Mountain,PARK,37.781503333333,-122.447808333333,"(37.78150333, -122.44780833)",Mobile/Open311,,1,12,7,4,18,2,15,9,54,6,16,16,,12,,4,,,,,,,1,,,,,12
17593376,11/26/2023 04:10:00 PM,11/27/2023 07:26:43 AM,11/27/2023 07:26:43 AM,Closed,Area Cleared,Recology_Abandoned,Encampments,Encampment items,Cart Pickup,"101 OCEAN AVE, SAN FRANCISCO, CA, 94112",OCEAN AVE,11,Cayuga,INGLESIDE,37.723383874192,-122.439050897956,"(37.72338387, -122.4390509)",Mobile/Open311,,11,80,9,1,28,6,9,4,28861,7,25,25,,80,,1,,,,,,,2,,,,,80
17593374,11/26/2023 04:10:00 PM,11/27/2023 07:35:43 AM,11/27/2023 07:35:43 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"641 VALLEJO ST, SAN FRANCISCO, CA, 94133",VALLEJO ST,3,North Beach,CENTRAL,0,0,"(0.0, 0.0)",Phone,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593373,11/26/2023 04:09:54 PM,11/26/2023 04:19:19 PM,11/26/2023 04:19:19 PM,Closed,Case Resolved - Per sup does not belong to city can,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of ORTEGA ST and 27TH AVE,ORTEGA ST,4,Outer Sunset,TARAVAL,37.751625,-122.484955,"(37.751625, -122.484955)",Mobile/Open311,,4,39,10,7,35,3,1,5,29491,8,35,35,,39,,7,25,,,,,,1,,,,,39
17593371,11/26/2023 04:09:00 PM,11/28/2023 10:37:24 AM,11/28/2023 10:37:24 AM,Closed,Case Resolved - Sent to Recology Cart Dept,Recology_Litter,Litter Receptacles,Toters_left_out_24x7,N/A,"316 DIVISADERO ST, SAN FRANCISCO, CA, 94117",DIVISADERO ST,5,Lower Haight,NORTHERN,37.7723369394,-122.437150888145,"(37.77233694, -122.43715089)",Mobile/Open311,,5,26,4,11,3,11,15,8,29492,5,9,9,,26,,11,,,,,,,1,,,,,26
17593370,11/26/2023 04:08:00 PM,,11/27/2023 08:48:15 AM,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"4060 19TH ST, SAN FRANCISCO, CA, 94114",19TH ST,8,Castro,MISSION,37.759436098511,-122.434010870752,"(37.7594361, -122.43401087)",Mobile/Open311,,8,38,3,5,5,5,2,7,28862,4,3,3,1,38,,5,1,,,,,,1,,5,,,38
17593369,11/26/2023 04:08:16 PM,11/27/2023 08:49:52 AM,11/27/2023 08:49:52 AM,Closed,Abandoned Vehicles - Gone on Arrival - Checked out by G56,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"1468 25TH ST, SAN FRANCISCO, CA, 94107",25TH ST,10,Potrero Hill,BAYVIEW,37.752568392005,-122.393143332856,"(37.75256839, -122.39314333)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17593367,11/26/2023 04:07:00 PM,11/27/2023 02:36:00 PM,11/27/2023 02:36:00 PM,Closed,Case Resolved - Debris belongs to restaurant,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"641 VALLEJO ST, SAN FRANCISCO, CA, 94133",VALLEJO ST,3,North Beach,CENTRAL,0,0,"(0.0, 0.0)",Phone,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593366,11/26/2023 04:06:17 PM,11/27/2023 12:02:16 PM,11/27/2023 12:02:16 PM,Closed,Case is a Duplicate - Marked by G56 under different SR number,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"1255 SHAFTER AVE, SAN FRANCISCO, CA, 94124",SHAFTER AVE,10,Hunters Point,BAYVIEW,37.727349261141,-122.384312953448,"(37.72734926, -122.38431295)",Mobile/Open311,,10,78,2,9,1,8,10,3,58,3,1,1,,78,,9,,,,,,,2,,,,,78
17593365,11/26/2023 04:06:00 PM,11/27/2023 02:51:00 PM,11/27/2023 02:51:00 PM,Closed,Case Transferred - Traffic Calming Applications <TrafficCalmingApp@sfmta.com>,SFMTA - Traffic Calming Queue,General Request - MTA,request_for_service,- request_for_service,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593364,11/26/2023 04:05:41 PM,11/26/2023 04:23:00 PM,11/26/2023 04:23:00 PM,Closed,Comment Noted - Contact non emergency police at 415-553-0123 to report this issue,311 Supervisor Queue,Noise Report,other_reallocate,Noise Report - other_reallocate,Intersection of RANDOLPH ST and HEAD ST,RANDOLPH ST,11,Merced Heights,TARAVAL,37.714289791063,-122.46441654861,"(37.71428979, -122.46441655)",Mobile/Open311,,11,65,10,1,24,6,9,5,64,8,24,24,,65,,1,,,,,,,2,,,,,65
17593363,11/26/2023 04:05:00 PM,12/05/2023 09:04:00 AM,12/05/2023 09:04:00 AM,Closed,Insufficient Information,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1388 TENNESSEE ST, SAN FRANCISCO, CA, 94107",TENNESSEE ST,10,Central Waterfront,BAYVIEW,37.754575716433,-122.388831300278,"(37.75457572, -122.3888313)",Mobile/Open311,,10,56,2,9,26,8,10,3,28856,3,29,29,,56,,9,,,,22,14,,1,,,,,56
17593362,11/26/2023 04:05:00 PM,11/27/2023 07:09:00 AM,11/27/2023 07:09:00 AM,Closed,Case Transferred,311 Service Request Queue - Hold,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"794 48TH AVE, SAN FRANCISCO, CA, 94121",48TH AVE,1,Outer Richmond,RICHMOND,37.773365,-122.508804,"(37.773365, -122.508804)",Web,https://mobile311.sfgov.org/media/san_francisco/report/photos/6563dd4b90e33969a40035c9/IMG_6636.jpeg,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
17593361,11/26/2023 04:04:00 PM,12/02/2023 03:22:00 PM,12/02/2023 03:22:00 PM,Closed,Case Resolved - Nothingfound,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"101 LOOMIS ST, SAN FRANCISCO, CA, 94124 (Virtual)",LOOMIS ST,10,Apparel City,BAYVIEW,37.742387936866,-122.4043347314,"(37.74238794, -122.40433473)",Mobile/Open311,,10,82,2,9,1,8,10,3,58,3,1,1,,82,,9,,,,,,,1,,,,,82
17593360,11/26/2023 04:04:00 PM,11/26/2023 04:05:21 PM,11/26/2023 04:05:21 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"275 BATTERY ST, SAN FRANCISCO, CA, 94111",BATTERY ST,3,Financial District,CENTRAL,37.794009737056,-122.400206549369,"(37.79400974, -122.40020655)",Mobile/Open311,,3,108,6,3,8,10,4,1,28860,1,6,6,,108,,3,,,,,,,2,,,,,108
17593357,11/26/2023 04:03:43 PM,11/26/2023 04:08:38 PM,11/26/2023 04:08:38 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"4404 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",CALIFORNIA ST,1,Presidio Terrace,RICHMOND,37.785044343659,-122.46481385095,"(37.78504434, -122.46481385)",Mobile/Open311,,1,4,8,4,11,2,11,9,54,6,11,11,,4,,4,,,,,,,1,,,,,4
17593356,11/26/2023 04:03:00 PM,11/27/2023 09:52:49 AM,11/27/2023 09:52:49 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1930 OAKDALE AVE, SAN FRANCISCO, CA, 94124 (Virtual)",OAKDALE AVE,10,Silver Terrace,BAYVIEW,37.738112095826,-122.396582297652,"(37.7381121, -122.3965823)",Mobile/Open311,,10,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
17593355,11/26/2023 04:03:00 PM,11/27/2023 06:18:40 AM,11/27/2023 06:18:40 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"351 LOS PALMOS DR, SAN FRANCISCO, CA, 94127",LOS PALMOS DR,7,Miraloma Park,INGLESIDE,37.735043035262,-122.450637705624,"(37.73504304, -122.45063771)",Mobile/Open311,,7,72,9,8,41,4,9,4,59,7,40,40,,72,,8,,,,,,,1,,,,,72
17593353,11/26/2023 04:02:00 PM,,11/29/2023 06:30:10 AM,Open,accepted,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"500 HARRISON ST, SAN FRANCISCO, CA, 94105",HARRISON ST,6,Rincon Hill,SOUTHERN,37.786084480845,-122.393119664513,"(37.78608448, -122.39311966)",Mobile/Open311,,6,30,1,10,8,9,6,2,28855,2,6,6,,30,,10,,,,,3,,1,,,,,30
17593351,11/26/2023 04:02:00 PM,,11/26/2023 04:15:04 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"557 14TH ST, SAN FRANCISCO, CA, 94103",14TH ST,8,Mission Dolores,MISSION,37.767815372511,-122.425617255833,"(37.76781537, -122.42561726)",Mobile/Open311,,8,37,3,5,20,5,8,7,28853,4,19,19,,37,,5,,,,,,,2,,,,,37
17593350,11/26/2023 04:02:01 PM,11/26/2023 05:03:06 PM,11/26/2023 05:03:06 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2601 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.755249562219,-122.418651166066,"(37.75524956, -122.41865117)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17593348,11/26/2023 04:00:00 PM,11/27/2023 03:36:00 PM,11/27/2023 03:36:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2398 POST ST, SAN FRANCISCO, CA, 94115",POST ST,5,Lower Pacific Heights,RICHMOND,37.784234479885,-122.441442277134,"(37.78423448, -122.44144228)",Mobile/Open311,,5,103,8,11,15,11,15,9,29490,6,13,13,,103,,11,,,,,,,2,,,,,103
17593345,11/26/2023 04:00:12 PM,11/26/2023 04:01:00 PM,11/26/2023 04:01:00 PM,Closed,Comment Noted - Contact non emergency police at 415-553-0123 to report this issue,311 Supervisor Queue,Noise Report,other_reallocate,Noise Report - other_reallocate,"232 RANDOLPH ST, SAN FRANCISCO, CA, 94132",RANDOLPH ST,11,Merced Heights,TARAVAL,37.71431074401,-122.464995235205,"(37.71431074, -122.46499524)",Mobile/Open311,,11,65,10,1,24,6,9,5,64,8,24,24,,65,,1,,,,,,,2,,,,,65
17593343,11/26/2023 04:00:00 PM,12/15/2023 04:31:41 PM,12/15/2023 04:31:41 PM,Closed,Administrative Closure - HSOC - Administrative Closure. Please resubmit with a picture (from a safe distance) if the encampment persists.,Duplicate Case Hold Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"900 IOWA ST, SAN FRANCISCO, CA, 94107",IOWA ST,10,Potrero Hill,BAYVIEW,37.755062330481,-122.391925756638,"(37.75506233, -122.39192576)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,22,14,,2,,,,,54
17593342,11/26/2023 04:00:00 PM,11/27/2023 02:16:00 PM,11/27/2023 02:16:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,Intersection of GEARY BLVD and LAGUNA ST,GEARY BLVD,5,Japantown,NORTHERN,0,0,"(0.0, 0.0)",Phone,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593339,11/26/2023 03:59:02 PM,12/08/2023 09:31:01 PM,12/08/2023 09:31:01 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Offensive,"698 14TH ST, SAN FRANCISCO, CA, 94114",14TH ST,8,Duboce Triangle,MISSION,37.767918401286,-122.428720202211,"(37.7679184, -122.4287202)",Mobile/Open311,,8,28,7,5,5,5,7,6,28862,9,3,3,18,28,,5,20,12,5,20,9,,1,,5,,,28
17593338,11/26/2023 03:57:59 PM,12/08/2023 09:31:01 PM,12/08/2023 09:31:01 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Offensive,"698 14TH ST, SAN FRANCISCO, CA, 94114",14TH ST,8,Duboce Triangle,MISSION,37.767918401286,-122.428720202211,"(37.7679184, -122.4287202)",Mobile/Open311,,8,28,7,5,5,5,7,6,28862,9,3,3,18,28,,5,20,12,5,20,9,,1,,5,,,28
17593334,11/26/2023 03:57:00 PM,11/29/2023 05:46:00 PM,11/29/2023 05:46:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of WAYLAND ST and HOLYOKE ST,WAYLAND ST,9,Portola,BAYVIEW,37.725162513429,-122.408102229238,"(37.72516251, -122.40810223)",Mobile/Open311,,9,91,2,2,25,7,10,3,309,3,28,28,,91,,2,,,,,,,2,,,,,91
17593330,11/26/2023 03:55:33 PM,11/26/2023 04:00:33 PM,11/26/2023 04:00:33 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2520 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,4,Outer Sunset,TARAVAL,37.753720145016,-122.490614795421,"(37.75372015, -122.4906148)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17593329,11/26/2023 03:55:00 PM,11/28/2023 04:16:00 PM,11/28/2023 04:16:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"426 2ND AVE, SAN FRANCISCO, CA, 94118",2ND AVE,1,Inner Richmond,RICHMOND,37.780638498774,-122.459876499716,"(37.7806385, -122.4598765)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
17593328,11/26/2023 03:55:00 PM,11/27/2023 03:47:00 PM,11/27/2023 03:47:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"532 BAKER ST, SAN FRANCISCO, CA, 94117",BAKER ST,5,Panhandle,PARK,37.775974654781,-122.441348154898,"(37.77597465, -122.44134815)",Mobile/Open311,,5,24,7,11,9,11,15,8,29492,5,10,10,,24,,11,,,,,,,1,,,,,24
17593323,11/26/2023 03:53:57 PM,11/26/2023 04:54:21 PM,11/26/2023 04:54:21 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1295 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Buena Vista,PARK,37.770420201696,-122.44338756357,"(37.7704202, -122.44338756)",Mobile/Open311,,5,112,7,11,3,11,15,8,29492,5,9,9,,112,,11,,,,,,,1,,,,,112
17593322,11/26/2023 03:53:00 PM,11/30/2023 09:32:00 PM,11/30/2023 09:32:00 PM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1295 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Buena Vista,PARK,37.770393369962,-122.443428738708,"(37.77039337, -122.44342874)",Mobile/Open311,,5,112,7,11,3,11,15,8,29492,5,9,9,,112,,11,,,,,,,1,,,,,112
17593318,11/26/2023 03:52:00 PM,11/27/2023 04:55:00 PM,11/27/2023 04:55:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1317 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.770353402705,-122.443878028156,"(37.7703534, -122.44387803)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,,25,,11,,,,,,,1,,,,,25
17593315,11/26/2023 03:51:00 PM,12/08/2023 09:31:01 PM,12/08/2023 09:31:01 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Street and Sidewalk Cleaning,Transit_shelter_platform,Transit_shelter_platform,Intersection of HAIGHT ST and GOUGH ST,HAIGHT ST,6,Lower Haight,NORTHERN,37.773111586743,-122.422419190407,"(37.77311159, -122.42241919)",Mobile/Open311,,5,26,4,11,9,11,7,6,28852,9,10,10,,26,1,11,,,,,,,1,,,,,26
17593314,11/26/2023 03:51:00 PM,11/27/2023 06:57:33 AM,11/27/2023 06:57:33 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"3632 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,8,Mission Dolores,MISSION,37.76301540911,-122.427018338643,"(37.76301541, -122.42701834)",Mobile/Open311,,8,37,3,5,5,5,8,7,28859,4,3,3,,37,,5,,,,,,,1,,5,,,37
17593310,11/26/2023 03:51:00 PM,11/27/2023 05:50:51 AM,11/27/2023 05:50:51 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"2298 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,0,0,"(0.0, 0.0)",Phone,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
17593309,11/26/2023 03:50:59 PM,11/28/2023 12:14:24 PM,11/28/2023 12:14:24 PM,Closed,Abandoned Vehicles - Gone on Arrival,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"3749 CLEMENT ST, SAN FRANCISCO, CA, 94121",CLEMENT ST,1,Outer Richmond,RICHMOND,37.781349,-122.499619,"(37.781349, -122.499619)",Web,https://mobile311.sfgov.org/media/san_francisco/report/photos/6563d9da4f4ae31ba6003620/IMG_4260.jpeg,1,8,8,4,17,2,11,9,55,6,15,15,,8,,4,,,,,,,1,,,,,8
17593308,11/26/2023 03:50:53 PM,11/26/2023 04:01:05 PM,11/26/2023 04:01:05 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"810 CLEMENT ST, SAN FRANCISCO, CA, 94118",CLEMENT ST,1,Inner Richmond,RICHMOND,37.782877567259,-122.467780206467,"(37.78287757, -122.46778021)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
